severity,type,component,line,rule,message,status,effort
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/CrossDayDependencyReconcilerIntegrationTest.java,43,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowGraphValidator.java,236,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayOpenSchedulerTest.java,183,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowGraphValidator.java,635,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,20min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/BizDateArithmeticTest.java,95,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskAssignmentServiceTest.java,243,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/replay/BatchDayReplayServiceTest.java,412,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleTenantConfigPackageExcelApplicationService.java,721,java:S1659,"Declare ""updated"" on a separate line.",OPEN,2min
MINOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleJwtService.java,151,java:S3077,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe.",OPEN,20min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ResourceQueueExcelRowParser.java,34,java:S1488,"Immediately return this expression instead of assigning it to the temporary variable ""row"".",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/CutoffScheduleResolverTest.java,43,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/persistence/mybatis/AuditFieldsInterceptorTest.java,125,java:S8924,"Use a static import for ""mock"".",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/shared/approval/OrchestratorApprovalClientTest.java,193,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskAssignmentServiceTest.java,136,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-worker/import/src/test/java/io/github/pinpols/batch/worker/imports/stage/ParseStepPartitionSliceTest.java,66,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,162,java:S2386,"Make this member ""protected"".",OPEN,15min
MINOR,CODE_SMELL,batch-worker/process/src/test/java/io/github/pinpols/batch/worker/processes/stage/DefaultProcessStageExecutorTest.java,410,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/ChannelConfigMergeTest.java,48,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/version/ResultVersionWriterTest.java,258,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ConsoleJobDefinitionMutationIntegrationTest.java,73,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/runtime/AtomicExecutorProductionGuard.java,75,java:S5411,Use a primitive boolean expression here.,OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/workflow/DefaultConsoleWorkflowDefinitionApplicationService.java,444,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,40min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/workflow/web/ConsolePipelineDefinitionControllerBehaviorTest.java,64,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/support/captcha/TencentCaptchaVerifierTest.java,191,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-trigger/src/test/java/io/github/pinpols/batch/trigger/support/CronExpressionAdapterTest.java,41,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/test/java/io/github/pinpols/batch/worker/atomic/integration/BatchWorkerAtomicEndToEndIntegrationTest.java,55,java:S5838,Use assertThat(actual).containsKey(expected) instead.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/web/TaskControllerTest.java,185,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/BizDateArithmeticTest.java,29,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,BUG,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/mq/OutboxPublishCircuitBreaker.java,85,java:S3077,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe.",OPEN,20min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/ops/service/ConsoleClusterDiagnosticServiceTest.java,169,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/support/captcha/TencentCaptchaVerifierTest.java,96,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/web/response/NotificationMapResponseJacksonTest.java,44,java:S5853,Join these multiple assertions subject to one assertion chain.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayWaitingReleaseScheduler.java,87,java:S135,Reduce the total number of break and continue statements in this loop to use at most one.,OPEN,40min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskAssignmentServiceTest.java,428,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/PreprocessStep.java,,java:S1905,"Remove this unnecessary cast to ""long"".",CLOSED,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/CrossDayDependencyReconcilerTest.java,147,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/storedproc/StoredProcTaskExecutor.java,401,java:S6201,Replace this instanceof check and cast with 'instanceof ResultSet resultset',OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/file/infrastructure/DefaultConsoleFileApplicationServiceTest.java,125,java:S8924,"Use a static import for ""never"".",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ConsoleBatchWindowMutationIntegrationTest.java,64,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-trigger/src/test/java/io/github/pinpols/batch/trigger/service/DefaultTriggerServiceTest.java,325,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/asset/AssetPartitionServiceTest.java,34,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultWorkerRegistryServiceTest.java,567,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/task/SdkTaskContextTest.java,14,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/DefaultWorkflowNodeDispatchServiceAllTypesTest.java,198,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/replay/BatchDayReplaySameJobCodeMultiEntryTest.java,122,java:S8924,"Use a static import for ""never"".",OPEN,5min
MINOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/stage/PrepareDispatchStepTest.java,112,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskAssignmentServiceTest.java,218,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskAssignmentServiceTest.java,231,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultWorkerRegistryServiceTest.java,553,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/FileGovernanceIntegrationTest.java,303,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/BundleLaunchPartitionExpansionIntegrationTest.java,103,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/OrchestratorGracefulShutdownTest.java,47,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/TaskOutcomeSummaryBuilderTest.java,152,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleTenantConfigPackageExcelApplicationService.java,645,java:S1659,"Declare ""updated"" on a separate line.",OPEN,2min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/LaunchParamResolverTest.java,101,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/DefaultCompensationServiceTest.java,186,java:S8924,"Use a static import for ""verify"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/forensic/ForensicExportServiceTest.java,135,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/CutoffScheduleResolverTest.java,46,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/ops/service/ConsoleClusterDiagnosticServiceTest.java,152,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/replay/BatchDayReplayServiceTest.java,70,java:S8694,"Use a ""java.time.Month"" enum constant instead of this int literal.",OPEN,5min
MINOR,BUG,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/ExportKeysetRange.java,34,java:S2184,"Cast one of the operands of this subtraction operation to a ""long"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/ExactlyOnceCrashRecoveryIntegrationTest.java,183,java:S1488,"Immediately return this expression instead of assigning it to the temporary variable ""taskId"".",OPEN,2min
MINOR,BUG,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/MultiTenantIsolationIntegrationTest.java,165,java:S5841,Test the emptiness of the list before calling this assertion predicate.,OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultTaskAssignmentServiceTest.java,439,java:S6068,"Remove this and every subsequent useless ""eq(...)"" invocation; pass the values directly.",OPEN,2min
MINOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,500,java:S1905,"Remove this unnecessary cast to ""long"".",OPEN,5min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/mybatis/JsonbStringTypeHandlerTest.java,58,java:S8924,"Use a static import for ""verify"".",OPEN,5min
MINOR,BUG,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/support/AbstractTaskConsumer.java,147,java:S3077,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe.",OPEN,20min
MINOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/OrchestratorGracefulShutdownTest.java,55,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
MINOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/service/AliyunSmsProviderTest.java,117,java:S5838,"Use assertThat(actual).containsEntry(key, value) instead.",OPEN,5min
