severity,type,component,line,rule,message,status,effort
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/forensic/ForensicExportServiceTest.java,133,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/security/SensitiveDataValidatorTest.java,69,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/integration/DispatchExternalChannelIntegrationTest.java,248,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/format/ExcelStyleOptions.java,93,java:S1168,Return an empty array instead of null.,OPEN,30min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/testing/chaos/RedisDownToxicIT.java,93,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/config/BusinessDataSourceBuilderTest.java,17,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/rls/RlsClosedWorldCheckIntegrationTest.java,316,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/DefaultPartitionDispatchServiceTest.java,72,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/SmtpEmailDispatchChannelAdapter.java,193,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedExportHandler.java,58,java:S1172,"Remove these unused method parameters ""input"", ""ctx"", ""counts"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/task/TaskOutcomeSummaryBuilder.java,217,java:S1168,Return an empty map instead of null.,OPEN,30min
MAJOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/shell/ShellTaskExecutor.java,409,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/replay/BatchDayReplayService.java,401,java:S6485,Replace this call to the constructor with the better suited static method HashMap.newHashMap(int numMappings),OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/dispatcher/KafkaTaskConsumer.java,189,java:S1181,Catch Exception instead of Throwable.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/asset/AssetFreshnessPolicyService.java,143,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/statemachine/DefaultStateMachine.java,77,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,248,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/client/BatchPlatformClientBuilderTest.java,58,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/infrastructure/DefaultConsoleNotificationApplicationServiceTest.java,151,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/atomic/StoredProcAtomicHandler.java,267,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/utils/S3BucketSupport.java,29,java:S2589,"Remove this expression which always evaluates to ""false""",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/idempotent/SdkIdempotencyStore.java,42,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/CodeNormalizer.java,90,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/support/PipelineCompensationHook.java,101,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/config/TenantConfigInitApplyHandlers.java,60,java:S6813,Remove this field injection and use constructor injection instead.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/format/DelimitedExportFormat.java,98,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/storage/FilesystemObjectStoreTest.java,90,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/atomic/src/test/java/io/github/pinpols/batch/worker/atomic/runtime/AtomicExecutorProductionGuardTest.java,177,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/audit/infrastructure/ai/DefaultConsoleAiApplicationService.java,,java:S2259,"A ""NullPointerException"" could be thrown; ""getResult()"" can return null.",CLOSED,10min
MAJOR,CODE_SMELL,batch-worker/process/src/main/java/io/github/pinpols/batch/worker/processes/sql/SqlTransformComputeSpec.java,266,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/captcha/TencentCaptchaVerifier.java,203,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleDefaultPasswordGuardTest.java,46,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/task/TaskControllerApplicationService.java,71,java:S6813,Remove this field injection and use constructor injection instead.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/shared/approval/OrchestratorApprovalClientTest.java,113,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/ratelimit/TokenBucketRateLimiterIntegrationTest.java,139,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/atomic/SqlAtomicHandler.java,186,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/internal/ThrottledLoggerTest.java,34,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedImportHandler.java,92,java:S1172,"Remove these unused method parameters ""input"", ""batch"".",OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/integration/ReadReplicaHappyPathIntegrationTest.java,179,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/idempotent/SdkIdempotentHandlerTest.java,286,java:S6213,Rename this method to not match a restricted identifier.,OPEN,5min
MAJOR,VULNERABILITY,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/SqlTemplateExportDataPlugin.java,312,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/AlertFingerprints.java,14,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/support/StaleTempFileCleanup.java,50,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/audit/infrastructure/ai/DefaultConsoleAiApplicationService.java,,java:S2589,"Remove this expression which always evaluates to ""false""",CLOSED,10min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/internal/ThrottledLoggerTest.java,63,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/FormatParseRequest.java,24,java:S6218,"Override equals, hashCode and toString to consider array's content in the method",OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/test/java/io/github/pinpols/batch/worker/imports/plugin/ImportLoadPluginRegistryTest.java,61,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/region/ExportRegionResolverTest.java,51,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultWorkerRegistryServiceTest.java,312,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/mapper/BatchDayInstanceMapper.java,30,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/scheduler/TenantSchedulerSnapshotService.java,229,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/DefaultCompensationServiceTest.java,106,java:S5976,Replace these 3 tests with a single Parameterized one.,OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSpec.java,54,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/infrastructure/DefaultConsoleNotificationApplicationServiceTest.java,183,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/infrastructure/quality/TrailerControlRecord.java,,java:S2259,"A ""NullPointerException"" could be thrown; ""raw"" is nullable here.",CLOSED,10min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/observability/SseTicketService.java,59,java:S2259,"A ""NullPointerException"" could be thrown; ""value"" is nullable here.",OPEN,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/forensic/ForensicExportServiceTest.java,144,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDaySettleScheduler.java,245,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/excel/ConsoleSingleSheetExcelImportSupport.java,295,java:S1172,"Remove this unused method parameter ""uploadToken"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/CompensationFailureRecoveryIntegrationTest.java,46,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,281,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/audit/infrastructure/ai/DefaultConsoleAiApplicationService.java,,java:S2589,"Remove this expression which always evaluates to ""false""",CLOSED,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/dispatcher/TaskDispatcher.java,452,java:S1168,Return an empty map instead of null.,OPEN,30min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/SecretMasking.java,57,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/shared/approval/OrchestratorApprovalClientTest.java,93,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/RegisterStep.java,99,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,BUG,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleTenantConfigPackageExcelApplicationService.java,929,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/plugin/ExportDataPlugin.java,20,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/RemoteFilesystemDispatchSupport.java,454,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/file/FileGovernanceScheduler.java,218,java:S108,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/security/SensitiveDataValidatorTest.java,54,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/LoginFailureTracker.java,77,java:S6213,Rename this method to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/workflow/infrastructure/DefaultConsoleWorkflowDefinitionApplicationServiceCreateUpdateValidationTest.java,107,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/LoadStep.java,,java:S2259,"A ""NullPointerException"" could be thrown; ""context"" is nullable here.",CLOSED,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/quota/QuotaRuntimeStateSnapshotScheduler.java,53,java:S6813,Remove this field injection and use constructor injection instead.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/ops/service/ConsoleSdkCatalogService.java,43,java:S6126,Replace this String concatenation with Text block.,OPEN,2min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/dispatcher/KafkaConsumerCloseJoinTest.java,133,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/support/AbstractTaskConsumer.java,202,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/DefaultRetryGovernanceServiceTest.java,308,java:S1172,"Remove this unused method parameter ""jobDefinitionId"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/quota/QuotaRuntimeBackendGuardTest.java,48,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/SdkAbstractDispatchHandler.java,26,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-trigger/src/test/java/io/github/pinpols/batch/trigger/infrastructure/mq/KafkaTriggerEventPublisherTest.java,136,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/trigger/TriggerLaunchConsumerTest.java,142,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/ops/service/ConsoleKafkaLagQueryService.java,58,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/auth/ApiKeyVerifier.java,118,java:S6813,Remove this field injection and use constructor injection instead.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/ops/DefaultConsoleApprovalApplicationService.java,308,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/dryrun/DryRunObjectStorageProbe.java,63,java:S1141,Extract this nested try block into a separate method.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,29,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/DispatchChannelGatewayTest.java,157,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,359,java:S2259,"A ""NullPointerException"" could be thrown; ""ivB64"" is nullable here.",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedImportHandler.java,78,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleJwtService.java,279,java:S1066,Merge this if statement with the enclosing one.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,791,java:S1172,"Remove this unused method parameter ""tenantId"".",OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/shared/query/ConsoleQuerySupport.java,114,java:S108,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/DefaultWorkerRegistryServiceTest.java,396,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/service/BatchObjectCryptoService.java,72,java:S1168,Return an empty array instead of null.,OPEN,30min
MAJOR,BUG,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,406,java:S2259,"A ""NullPointerException"" could be thrown; ""expected"" is nullable here.",OPEN,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/ReportInvocationFenceIntegrationTest.java,194,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayReplayDispatcher.java,73,java:S6813,Remove this field injection and use constructor injection instead.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/OutboxPublishIntegrationTest.java,145,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,136,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedExportHandler.java,43,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/atomic/src/test/java/io/github/pinpols/batch/worker/atomic/runtime/AtomicExecutorProductionGuardTest.java,259,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/DefaultImportStageExecutor.java,107,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/ValidateStep.java,418,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/import/src/test/java/io/github/pinpols/batch/worker/imports/stage/format/DelimitedFormatParserTest.java,77,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/service/BatchDayOperationServiceTest.java,125,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/SdkAbstractExportHandler.java,27,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/engine/WorkflowTerminalOutboxLineageIsolationTest.java,96,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/service/ConsoleAssetFreshnessPolicyService.java,41,java:S6885,"Use ""Math.clamp"" instead of ""Math.min"" or ""Math.max"".",OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/ParseStep.java,,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",CLOSED,10min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/security/SensitiveDataValidatorTest.java,66,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/ops/ConsoleClusterDiagnosticService.java,74,java:S1172,"Remove this unused method parameter ""resolved"".",OPEN,5min
MAJOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/sql/SqlTaskExecutor.java,494,java:S1172,"Remove this unused method parameter ""ctx"".",OPEN,5min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/Nullables.java,18,java:S2583,"Change this condition so that it does not always evaluate to ""true""",OPEN,15min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/service/WebhookDispatcher.java,264,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/GenerateStep.java,437,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedProcessHandler.java,43,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowRunPauseResumeTest.java,120,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/web/ConsoleResponseFieldReader.java,53,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedExportHandler.java,55,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,BUG,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/security/RequestSignatureVerifier.java,28,java:S6218,"Override equals, hashCode and toString to consider array's content in the method",OPEN,5min
MAJOR,CODE_SMELL,batch-worker/atomic/src/test/java/io/github/pinpols/batch/worker/atomic/runtime/AtomicIsolationStartupCheckTest.java,103,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/task/ChildJobLaunchSupportTest.java,117,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/runtime/AbstractBatchTaskExecutor.java,49,java:S1181,Catch Exception instead of Throwable.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/trigger/TriggerLaunchConsumerTest.java,90,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/mapper/BatchDayReplaySessionMapper.java,24,java:S107,"Method has 8 parameters, which is greater than 7 authorized.",OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/mybatis/MapJsonbTypeHandler.java,62,java:S1168,Return an empty map instead of null.,OPEN,30min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/EncodingUtils.java,93,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
